 0.000000000000E+00  0.000000000000E+00  3.993292432863E+00
 1.000000000000E-02  3.988708516624E-04  3.965948843099E+00
 2.000000000000E-02  1.590123777960E-03  3.886832932055E+00
 3.000000000000E-02  3.558166233517E-03  3.763162687668E+00
 4.000000000000E-02  6.278440940136E-03  3.604779541958E+00
 5.000000000000E-02  9.719472526550E-03  3.422405204574E+00
 6.000000000000E-02  1.384521642909E-02  3.226060186476E+00
 7.000000000000E-02  1.861675682379E-02  3.023907414119E+00
 8.000000000000E-02  2.399361806250E-02  2.822200400744E+00
 9.000000000000E-02  2.993506251114E-02  2.625520473954E+00
 1.000000000000E-01  3.640116345979E-02  2.437149746311E+00
 1.100000000000E-01  4.335387247489E-02  2.259384216608E+00
 1.200000000000E-01  5.075775785499E-02  2.093650690665E+00
 1.300000000000E-01  5.858005663323E-02  1.940536533944E+00
 1.400000000000E-01  6.679034742894E-02  1.800035787272E+00
 1.500000000000E-01  7.536079976429E-02  1.671927510617E+00
 1.600000000000E-01  8.426663198584E-02  1.555792023382E+00
 1.700000000000E-01  9.348543889266E-02  1.450877424305E+00
 1.800000000000E-01  1.029963531190E-01  1.356282590959E+00
 1.900000000000E-01  1.127798656429E-01  1.271042401964E+00
 2.000000000000E-01  1.228178071972E-01  1.194160781298E+00
 2.100000000000E-01  1.330937308069E-01  1.124675025127E+00
 2.200000000000E-01  1.435932453009E-01  1.061726871926E+00
 2.300000000000E-01  1.543037179209E-01  1.004556759910E+00
 2.400000000000E-01  1.652135932555E-01  9.525382514937E-01
 2.500000000000E-01  1.763126422565E-01  9.052795008685E-01
 2.600000000000E-01  1.875926504869E-01  8.625014228796E-01
 2.700000000000E-01  1.990466111272E-01  8.237834281374E-01
 2.800000000000E-01  2.106676329506E-01  7.886434880564E-01
 2.900000000000E-01  2.224487512963E-01  7.566358348358E-01
 3.000000000000E-01  2.343828793792E-01  7.272701527765E-01
 3.100000000000E-01  2.464631010276E-01  7.000117207344E-01
 3.200000000000E-01  2.586830360149E-01  6.743897566626E-01
 3.300000000000E-01  2.710367494709E-01  6.501030607495E-01
 3.400000000000E-01  2.835184345065E-01  6.270612459940E-01
 3.500000000000E-01  2.961231745581E-01  6.053984357186E-01
 3.600000000000E-01  3.088480919577E-01  5.853628792989E-01
 3.700000000000E-01  3.216914546489E-01  5.669718035641E-01
 3.800000000000E-01  3.346511123767E-01  5.499471624274E-01
 3.900000000000E-01  3.477241340975E-01  5.339703322213E-01
 4.000000000000E-01  3.609068056100E-01  5.188267521881E-01
 4.100000000000E-01  3.741949813153E-01  5.043739876173E-01
 4.200000000000E-01  3.875843983776E-01  4.904239830184E-01
 4.300000000000E-01  4.010705482227E-01  4.767718733390E-01
 4.400000000000E-01  4.146486275114E-01  4.633311612939E-01
 4.500000000000E-01  4.283147946524E-01  4.502272186858E-01
 4.600000000000E-01  4.420677866797E-01  4.376946518071E-01
 4.700000000000E-01  4.559080358737E-01  4.258136966532E-01
 4.800000000000E-01  4.698356094338E-01  4.144788865131E-01
 4.900000000000E-01  4.838494726162E-01  4.035468810562E-01
 5.000000000000E-01  4.979474458629E-01  3.929059211808E-01
 5.100000000000E-01  5.121266305754E-01  3.824759815743E-01
 5.200000000000E-01  5.263836526590E-01  3.721523585032E-01
 5.300000000000E-01  5.407143530098E-01  3.617787611488E-01
 5.400000000000E-01  5.551138124861E-01  3.512613274051E-01
 5.500000000000E-01  5.695780364677E-01  3.407362097450E-01
 5.600000000000E-01  5.841060232139E-01  3.304695229736E-01
 5.700000000000E-01  5.986988638621E-01  3.205724560915E-01
 5.800000000000E-01  6.133573544014E-01  3.110219911550E-01
