 1.331167505536E+00  1.847942269463E-01 -5.446723448045E-01  9.721272624920E+02  1.522016419932E+00  5.728072941757E-01
 1.333691795834E+00  1.942395475919E-01 -6.191859043101E-01  9.884883982114E+02  1.358278911555E+00  3.010413525968E-01
 1.329571521688E+00  1.795238788068E-01 -6.246812884031E-01  9.912089273671E+02  1.340230572290E+00  3.182078551014E-01
 1.334368422171E+00  2.005062750251E-01 -6.710243113166E-01  1.006715525230E+03  1.266087907675E+00  3.206480500058E-01
 1.333183083937E+00  1.815663839817E-01 -6.132668309351E-01  9.822670139254E+02  1.361745308787E+00  3.470923103995E-01
 1.330117626039E+00  1.794666114644E-01 -5.776864222237E-01  9.404293233723E+02  1.444893042060E+00  3.610740222760E-01
 1.331061310997E+00  1.846045968883E-01 -6.160778110503E-01  1.006541327051E+03  1.357245124938E+00  4.184710876530E-01
 1.331503080384E+00  1.908380130175E-01 -6.174753055998E-01  9.826468018925E+02  1.362149390243E+00  3.683775492947E-01
 1.327775165277E+00  1.764792622549E-01 -6.120107774693E-01  9.608201739629E+02  1.368931911961E+00  3.496086765939E-01
 1.329745490255E+00  1.851561138166E-01 -6.596375272939E-01  9.628388383850E+02  1.284671689480E+00  3.145944337998E-01
