 3.461408E-04 -8.453841E-04 -4.158420E-04  1.370753E+00  1.600829E-02  9.814940E-01 -3.112595E-03 -4.407710E-03  4.457438E-03
 9.992950E-01  1.000380E+00 -3.565771E-04 -3.646366E-01 -1.188311E+00  6.765778E-01 -5.018753E-03  4.672242E-03 -5.404661E-03
 9.996883E-01 -8.634398E-04  1.000735E+00 -6.266609E-01 -1.655249E+00  1.285121E-01 -7.145778E-03 -1.230896E-02  9.792933E-03
 4.728968E-04  9.993906E-01  9.993094E-01 -1.864676E+00  1.743512E+00 -1.826387E+00  4.207969E-04 -3.698634E-03 -8.109582E-03
 2.000229E+00  9.091667E-04  7.859982E-04 -1.864416E+00 -1.738110E+00  6.504304E-01  8.576450E-03  7.320502E-03  3.799080E-03
 2.999011E+00  9.992388E-01  5.918103E-04 -3.527769E-01 -9.051676E-01  3.964189E-01 -1.484587E-02 -3.107058E-03  6.959969E-03
 3.000084E+00 -5.094162E-04  1.000809E+00 -9.118735E-01 -1.867301E+00  1.893413E+00 -6.917182E-03  2.613461E-04  7.949993E-03
 1.999870E+00  1.000153E+00  9.996525E-01 -2.823720E-02  1.128716E+00  8.411756E-01  8.911247E-03 -3.274939E-03 -1.377997E-02
 3.999531E+00 -4.685531E-04  2.709332E-04  1.789931E+00 -1.218284E+00 -1.075900E+00  3.646817E-03 -5.136661E-03 -3.140952E-03
 4.999319E+00  9.996771E-01 -9.852866E-04  1.832665E+00  8.704599E-01 -1.181402E-01 -1.362046E-02  7.896434E-03 -1.633494E-02
 4.999772E+00 -6.271325E-05  1.000883E+00  1.885397E-01 -8.931811E-01  1.437506E+00 -7.778497E-03 -3.137673E-03  1.358960E-02
 4.000667E+00  9.998212E-01  9.993356E-01 -4.056783E-02 -1.648708E+00  6.867861E-01  9.194665E-03 -1.901794E-03 -1.115456E-02
 6.000748E+00 -9.728738E-04 -3.449430E-04 -1.028131E+00 -7.779165E-01  5.422215E-01  7.228705E-03 -1.659843E-02 -7.769293E-03
 7.000650E+00  9.998088E-01  7.487809E-04 -2.699228E-01  5.071691E-01  6.566706E-01  1.485232E-02 -3.115320E-04  1.843923E-02
 7.000860E+00 -7.596969E-04  1.000278E+00  1.493487E-01  4.911853E-02  4.227451E-01  1.362331E-02 -1.144664E-02 -5.568888E-03
 6.000351E+00  9.999909E-01  9.992432E-01  1.763928E+00  1.332693E+00  1.062738E+00 -1.741720E-04  4.305559E-03  4.934386E-03
 7.999295E+00 -1.948980E-04  6.799641E-04 -1.211397E+00 -7.973106E-01  6.848928E-01 -1.005663E-02  4.983474E-03  9.122433E-03
 8.999032E+00  9.999975E-01  1.171012E-04  1.196193E+00  7.463968E-01  9.987936E-03 -2.336336E-02  1.297140E-02 -1.068951E-02
