 6.619897778103E+00  2.976700615795E-01 -3.870646854138E+00  1.045241641981E+00  1.821084334350E+00 -5.954225316921E-01  6.353524269277E+00 -3.893445867377E+01 -1.464611373083E+01
-7.488773814481E+00  1.179402133296E+01  1.324725627021E+01  6.205015450735E-01  1.653975954735E+00  1.751595752230E-01 -1.989944477183E-01  3.909839678918E+00 -3.098797771675E+00
-4.552885002064E+00  6.566123332245E+00  7.257509453937E+00 -1.837213828958E+00 -8.256757175800E-02  1.005616029939E+00  5.112211179949E+00 -1.010279025465E+01 -1.000444287724E+01
-4.817729196703E+00  4.629004476617E-01 -9.673488219891E+00 -8.689834200553E-02 -4.814136733178E-01 -6.101460580892E-02  8.846255838730E-01  3.765270165938E+00  3.548179940219E+00
 8.629396769778E-01 -1.437345868888E+01 -1.212381732795E+01  7.318038539002E-01 -2.929134770639E+00 -1.210855600058E+00  3.853149623792E+00 -7.449634586720E+00  1.319650425252E+01
-1.118276249719E+01  8.095558922602E+00  1.321617150858E+01  3.654985914403E-01  1.328252633829E+00  1.708738170221E+00  1.916019264322E+00  1.185730416149E+01 -1.200282184910E+01
 3.886819763401E+00 -1.102433756131E+00 -2.238333261169E-01  1.334496895740E+00 -3.613901186562E-01  1.054961341135E+00  1.864420359365E+00 -4.438423332862E-01  2.493523299368E-01
-1.819521780107E+00  8.828827668827E+00 -4.532669654759E+00 -1.629752700707E+00  4.718280863817E-01 -8.507463410442E-01  5.629695754189E-01  3.334679678792E+00  1.049390224845E+00
-7.204043198387E+00  1.138749385239E+01 -5.799202643332E+00  4.198648332838E-01 -1.111133511001E-01 -1.946864397477E+00  1.064621936729E+01  3.158330479330E+01 -7.397317562289E+00
 3.912137171505E+00  8.280580765796E+00  3.913759209629E+00  1.038437034916E+00  1.382808131548E+00  1.228266247733E+00 -1.665779365358E+01  2.335624190417E+01 -8.338724669167E+00
-9.414015501773E+00 -5.823488790377E+00  1.695288226105E+00 -2.347539445725E+00  3.706831119696E-01  6.771159531842E-02  7.288192858962E+00 -1.024197863860E+01  6.996910402321E+00
 1.375155737003E+01 -1.428849992250E+01 -1.118267646070E+01  7.614854607171E-01  5.648580819553E-01  2.131537257383E-01  8.923260211798E+00 -5.829388635770E+00  1.478878912744E+01
 1.811252131150E+01  1.373213353025E+01 -2.290970626082E+01 -5.851179688631E-01 -2.092939590189E+00  6.086156176755E-02  1.637928812479E+01  1.053000982594E+01  2.365512829589E+00
 1.163696644159E+01  1.275782534015E+01 -2.090368771020E+00 -6.056438088003E-01 -5.215770493046E-01 -7.107525330792E-01 -1.135230102894E+00 -3.248489571635E+00  2.567443043964E+00
 5.320313213541E+00 -6.656038058429E+00  2.580651349385E-01 -1.042858624063E-01  1.341309095335E+00  7.056135239259E-01  1.429895688443E+00 -1.340236167424E+01  7.124062874331E+00
 8.966446544617E+00  1.195458613243E+01 -1.692536855181E+01  3.403599368577E-01  5.274074533205E-01 -3.087127381568E-01 -7.272023008507E-02  1.548394273796E+01  7.456956603033E+00
-3.168817292938E+00  7.546594992486E+00  4.215736199069E+00 -3.510711541085E-03  2.050825714186E+00 -8.486846756319E-01  9.562882529109E+00  3.920389641136E+00  1.081003026035E+01
 6.319111434957E+00 -8.264130602300E+00  3.128865074823E+00 -2.752290537984E-01 -3.086437902285E-01  2.757860738024E+00 -8.121522069577E+00 -1.928380765127E+01 -2.554869533037E+00
-1.179087921201E+01 -7.604055401826E+00  1.629594551248E+01 -1.170796734741E+00 -9.517951152568E-01 -5.637382844682E-01  1.669078462272E+01 -5.885179531532E+00  2.496455040216E+00
 5.323164745067E+00 -7.342223622466E+00 -5.723372603876E+00 -2.088028685421E+00  2.665150568013E+00  1.288700964558E-01 -7.237269639906E+00  5.051106329714E+00  2.359055495476E+00
 1.021110183528E+01 -1.373886647784E+01  2.312284673313E+00 -1.915962441628E+00 -2.336191259626E+00  1.478700080538E-01  3.555586445448E-01  2.830744657273E+00 -4.187906179440E+00
 8.529679734060E+00 -1.085539402393E+01  6.484700221761E+00  2.465158828708E-01 -1.763474295130E+00 -9.835768778595E-01  5.002712331261E-01  2.131126464159E+00  2.948780636020E+00
-1.038508971864E+01  5.380638416067E+00  2.201628852201E+01  2.081397379782E+00  1.436127517822E+00  4.324187105681E-01  1.528341624300E+01  1.461405856879E+01 -4.815321318006E+01
 3.467456990120E+00  7.769504827518E-01 -7.823091314286E+00 -3.565616465984E-01 -1.447972194673E+00 -1.373744111783E+00 -2.010051260363E+00  5.344350077573E+00  4.471797116756E+00
-1.479708174953E-01 -1.080532416172E-02 -1.233987639200E+01 -1.634220360443E+00 -1.734362483829E-01  4.567683445501E-01 -2.137460407225E+01  1.241683599155E+01 -4.594074537479E+00
 1.431327683685E+01  1.259116646437E+01 -2.175590965270E+01 -1.596514887454E+00 -7.946409801707E-01  2.424953508075E+00  2.160622119444E+00 -1.805929191758E-01  3.963804370832E+00
-1.501599459659E+00  9.140558775291E+00 -2.357617299723E+00 -9.690031060252E-01  7.113471196030E-01  1.160000595646E+00 -1.542077116275E+00  4.607990871649E+00 -1.526288488115E-02
-1.374375822570E+01  5.558804670506E+00  3.541328422090E+00  2.019327023782E-02 -3.578670735915E-01 -7.923047905107E-01 -2.158817169465E+00  4.632294117458E+00 -9.008128815111E+00
 3.261081742542E+01 -3.966998787855E+00 -3.052180631568E+00 -3.519179817720E-01 -2.302478501537E+00 -4.346761506270E-01 -1.061329142466E+01  1.043721993190E+01  2.588665696006E+01
 1.056413837081E+01  1.426156889445E+00 -3.322633633129E+00  1.206084009596E+00  6.649572155107E-01 -7.870997106274E-01 -4.244113550029E+00 -4.445695980014E+00  2.200671388574E+00
-1.031193815897E+01  1.206897840175E+01 -1.013819781695E+01 -1.483379949417E-01  1.321877099835E+00 -4.549607277549E-01 -2.135748840100E+00 -8.518164141977E-01  1.140482809414E-01
 9.040945855617E+00  1.263619280983E+01  6.794795878181E-01 -9.991631490935E-01  2.404109724088E+00  4.539957616161E-01 -2.688187147901E+00 -1.768142107719E+00 -1.094293924649E+01
 7.333356552122E+00  9.824455343217E+00  5.460305554625E+00  4.274467297336E-01 -3.086822586876E+00  7.455314873097E-01  2.319682576858E+00 -6.111754618148E+00 -1.066351020026E+00
